customer_id,first_name,last_name,email,phone,company,city,account_value,last_active,num_accounts,growth_rate,status
CUST-00184,Joshua,Jones,joshua.jones@yahoo.com,+1-316-749-3507,Platform Inc,"New York, NY",58915.46,2025-05-03,3,-2.9,active
CUST-00185,Daniel,Jones,daniel.jones@gmail.com,+1-875-499-3509,AI Innovations,"Austin, TX",59796.39,2025-08-06,5,22.9,pending
CUST-00186,Amanda,Jackson,amanda.jackson@outlook.com,+1-764-488-3641,Analytics Group,"Denver, CO",20428.97,2025-09-13,3,-1.9,inactive
CUST-00187,Nicole,Thomas,nicole.thomas@business.net,+1-810-936-8290,AI Innovations,"Los Angeles, CA",18692.22,2025-06-16,1,-6.7,pending
CUST-00188,Daniel,Garcia,daniel.garcia@gmail.com,,Web Services LLC,"Denver, CO",55450.03,2025-05-12,1,-7.3,active
CUST-00189,Robert,Gonzalez,robert.gonzalez@company.com,+1-590-851-7379,Analytics Group,"Denver, CO",29995.22,2025-05-22,1,21.9,churned
CUST-00190,Jennifer,Wilson,jennifer.wilson@business.net,,Tech Corp,"Denver, CO",13004.13,2025-06-12,2,17.3,churned
CUST-00191,Stephanie,Jones,stephanie.jones@yahoo.com,+1-561-219-5068,Data Systems Inc,"Boston, MA",83547.9,2025-08-05,2,14.1,inactive
CUST-00192,Nicole,Taylor,nicole.taylor@business.net,+1-231-761-9569,Network Solutions,"New York, NY",87512.27,2025-04-28,5,6.6,pending
CUST-00193,Robert,Miller,robert.miller@yahoo.com,+1-903-820-8134,Web Services LLC,"Denver, CO",21445.49,2025-07-15,5,7.7,inactive
CUST-00194,Michael,Hernandez,michael.hernandez@gmail.com,+1-943-541-6825,Web Services LLC,"New York, NY",55298.06,2025-07-05,1,18.3,active
CUST-00195,Joshua,Brown,joshua.brown@business.net,+1-371-236-5233,,"Miami, FL",28385.1,2025-05-15,2,17.5,pending
CUST-00196,Jessica,Thomas,jessica.thomas@company.com,+1-579-316-6119,Network Solutions,"Charlotte, NC",22090.43,2025-09-12,5,6.9,active
CUST-00197,Amanda,Taylor,amanda.taylor@company.com,+1-912-670-7319,Cloud Solutions,"Boston, MA",76903.37,2025-05-22,4,23.9,pending
CUST-00198,Andrew,Lopez,andrew.lopez@outlook.com,+1-441-173-4562,Platform Inc,"Denver, CO",31137.43,2025-08-23,5,8.9,pending
CUST-00199,Jessica,Martin,jessica.martin@company.com,+1-965-173-3364,AI Innovations,"Chicago, IL",51979.25,2025-08-31,4,-9.5,churned
CUST-00200,Daniel,Martin,daniel.martin@outlook.com,+1-949-389-4377,Digital Media Co,"Nashville, TN",17470.23,2025-04-14,4,-9.9,churned
CUST-00201,Robert,Anderson,robert.anderson@yahoo.com,+1-700-493-5193,Web Services LLC,"Los Angeles, CA",13142.25,2025-05-08,2,-10.0,pending
CUST-00202,Andrew,Davis,andrew.davis@outlook.com,+1-934-798-3057,Analytics Group,"Los Angeles, CA",25567.92,2025-07-31,1,8.6,active
CUST-00203,Joshua,Gonzalez,joshua.gonzalez@company.com,+1-495-666-6291,Platform Inc,"San Diego, CA",19046.24,2025-05-01,3,8.8,inactive
CUST-00204,Emily,Smith,,+1-561-263-4082,Analytics Group,"Nashville, TN",15817.76,2025-08-12,2,21.0,active
CUST-00205,Sarah,Lopez,sarah.lopez@business.net,+1-917-725-4929,Digital Media Co,"Los Angeles, CA",35724.83,2025-06-24,1,13.4,active
CUST-00206,Nicole,Wilson,nicole.wilson@outlook.com,+1-855-608-9329,Data Systems Inc,"San Diego, CA",83239.08,2025-08-20,5,7.7,active
CUST-00207,Andrew,Moore,andrew.moore@yahoo.com,+1-957-871-1921,Tech Corp,"Seattle, WA",5353.64,2025-08-29,1,3.1,pending
CUST-00208,Christopher,Hernandez,christopher.hernandez@business.net,,Network Solutions,"Portland, OR",72743.9,2025-06-30,2,-4.0,inactive
CUST-00209,Stephanie,Hernandez,stephanie.hernandez@outlook.com,+1-393-733-8392,Data Systems Inc,"Nashville, TN",42897.22,2025-09-04,5,11.4,inactive
CUST-00210,Michael,Davis,michael.davis@business.net,+1-211-592-4117,Software Partners,"Charlotte, NC",66672.86,2025-07-12,1,20.3,pending
CUST-00211,Stephanie,Lopez,stephanie.lopez@company.com,+1-772-970-6938,Tech Corp,"Austin, TX",81203.06,2025-06-11,1,-9.0,inactive
CUST-00212,Sarah,Brown,sarah.brown@business.net,+1-386-111-9311,Tech Corp,"Boston, MA",68696.33,2025-08-21,2,11.9,active
CUST-00213,David,Lopez,david.lopez@yahoo.com,+1-724-656-2348,Platform Inc,"San Diego, CA",75989.24,2025-08-23,3,-1.5,pending
CUST-00214,Christopher,Wilson,christopher.wilson@business.net,+1-420-638-1153,,"Chicago, IL",30291.95,2025-05-29,3,4.4,churned
CUST-00215,Jennifer,Anderson,jennifer.anderson@company.com,+1-726-345-8796,Data Systems Inc,"Phoenix, AZ",95042.39,2025-08-29,5,23.6,churned
CUST-00216,James,Martin,james.martin@yahoo.com,,Cloud Solutions,"Nashville, TN",55350.38,2025-07-18,4,11.3,active
CUST-00217,Robert,Martin,robert.martin@yahoo.com,+1-652-640-9586,Web Services LLC,"Boston, MA",87214.75,2025-07-03,1,5.3,pending
CUST-00218,Christopher,Lopez,christopher.lopez@yahoo.com,+1-741-654-5807,AI Innovations,"Portland, OR",51282.03,2025-08-14,3,-7.8,inactive
CUST-00219,James,Williams,james.williams@outlook.com,+1-415-160-6604,AI Innovations,"New York, NY",53315.3,2025-08-18,2,21.9,pending
CUST-00220,Jennifer,Thomas,jennifer.thomas@gmail.com,+1-402-342-8139,Software Partners,"Boston, MA",62646.46,2025-08-25,3,18.2,churned
CUST-00221,Joshua,Anderson,joshua.anderson@business.net,+1-533-332-5780,Web Services LLC,"San Diego, CA",24585.68,2025-06-01,1,22.3,churned
CUST-00222,Michelle,Anderson,michelle.anderson@business.net,,,"Seattle, WA",54411.86,2025-09-26,1,16.4,active
CUST-00223,David,Garcia,david.garcia@outlook.com,+1-667-133-3465,Data Systems Inc,"Nashville, TN",48772.19,2025-08-16,2,13.9,active
CUST-00224,Matthew,Wilson,matthew.wilson@yahoo.com,+1-395-612-4953,Tech Corp,"Portland, OR",14276.63,2025-07-25,2,24.2,active
CUST-00225,William,Miller,william.miller@company.com,+1-657-693-4908,Data Systems Inc,"Portland, OR",25023.43,2025-06-04,3,24.6,inactive
CUST-00226,William,Thomas,william.thomas@gmail.com,+1-529-584-9524,Data Systems Inc,"Chicago, IL",25770.6,2025-10-04,4,-2.3,churned
CUST-00227,James,Martin,james.martin@outlook.com,+1-655-700-1874,Digital Media Co,"Boston, MA",45553.41,2025-04-24,5,16.3,churned
CUST-00228,Michael,Lopez,michael.lopez@business.net,+1-227-414-1826,Software Partners,"Miami, FL",93219.57,2025-09-03,1,5.5,pending
CUST-00229,Michael,Smith,michael.smith@company.com,,Tech Corp,"Denver, CO",86831.7,2025-05-07,3,17.8,pending
CUST-00230,Michael,Brown,michael.brown@business.net,+1-569-311-3546,Network Solutions,"New York, NY",90162.97,2025-05-28,2,18.5,pending
CUST-00231,Emily,Wilson,emily.wilson@company.com,+1-500-718-3881,Analytics Group,"Phoenix, AZ",79232.09,2025-09-06,1,7.7,active
CUST-00232,Jennifer,Martin,jennifer.martin@business.net,+1-732-397-9348,Web Services LLC,"Los Angeles, CA",38185.3,2025-10-03,5,18.4,churned
CUST-00233,Emily,Davis,emily.davis@yahoo.com,+1-687-113-7218,Data Systems Inc,"Portland, OR",68062.01,2025-07-31,3,18.7,pending
CUST-00234,Jennifer,Williams,jennifer.williams@gmail.com,+1-310-140-3580,Web Services LLC,"Los Angeles, CA",98468.26,2025-07-28,4,19.6,active
CUST-00235,Matthew,Gonzalez,matthew.gonzalez@gmail.com,+1-984-687-8824,Web Services LLC,"Los Angeles, CA",47197.03,2025-06-04,4,2.2,churned
CUST-00236,Joshua,Davis,joshua.davis@company.com,+1-459-169-1757,Analytics Group,"Denver, CO",93589.96,2025-06-01,1,18.6,active
CUST-00237,Michael,Gonzalez,michael.gonzalez@yahoo.com,+1-319-767-5471,Analytics Group,"Los Angeles, CA",73681.86,2025-07-17,4,0.5,pending
CUST-00238,Jessica,Taylor,jessica.taylor@yahoo.com,+1-963-261-2823,Software Partners,"Chicago, IL",37340.87,2025-07-27,1,18.2,inactive
CUST-00239,Joshua,Hernandez,joshua.hernandez@company.com,+1-827-889-3534,Data Systems Inc,"Nashville, TN",25764.63,2025-04-24,2,-2.1,inactive
CUST-00240,James,Lopez,james.lopez@company.com,+1-560-175-2178,Web Services LLC,"Phoenix, AZ",84411.4,2025-07-14,2,7.9,inactive
CUST-00241,Amanda,Smith,amanda.smith@yahoo.com,+1-446-668-6255,Data Systems Inc,"Atlanta, GA",69933.84,2025-08-20,5,8.8,active
CUST-00242,Michelle,Williams,michelle.williams@outlook.com,+1-693-589-5094,Analytics Group,"Atlanta, GA",31567.0,2025-09-19,5,4.7,pending
CUST-00243,Michael,Miller,michael.miller@business.net,+1-298-861-4940,Network Solutions,"Seattle, WA",2469.03,2025-05-13,2,23.0,pending
CUST-00244,Michelle,Miller,michelle.miller@company.com,+1-240-669-1921,Tech Corp,"New York, NY",77400.85,2025-04-26,4,8.0,churned
CUST-00245,Michael,Brown,michael.brown@company.com,+1-431-172-1590,Analytics Group,"Nashville, TN",48662.45,2025-05-16,3,18.9,churned
CUST-00246,Stephanie,Jackson,stephanie.jackson@business.net,+1-847-218-9168,Network Solutions,"Austin, TX",56521.38,2025-09-25,1,-7.1,inactive
CUST-00247,Robert,Lopez,robert.lopez@business.net,+1-932-758-4292,Web Services LLC,"Boston, MA",85164.1,2025-05-27,4,17.0,active
CUST-00248,Lisa,Rodriguez,,,AI Innovations,"Chicago, IL",7077.66,2025-05-21,1,12.3,pending
CUST-00249,Stephanie,Hernandez,stephanie.hernandez@gmail.com,+1-577-158-3633,,"Chicago, IL",89068.25,2025-07-06,5,-9.5,churned
CUST-00250,Robert,Davis,robert.davis@business.net,+1-895-242-3091,Software Partners,"New York, NY",48615.72,2025-07-09,4,15.2,active
CUST-00251,Joshua,Gonzalez,joshua.gonzalez@gmail.com,+1-314-267-4148,AI Innovations,"New York, NY",86386.23,2025-07-27,3,11.2,active
CUST-00252,David,Brown,david.brown@yahoo.com,+1-574-180-6654,Platform Inc,"Seattle, WA",8323.32,2025-06-12,5,-2.6,churned
CUST-00253,Michael,Jackson,michael.jackson@company.com,+1-741-225-5242,Data Systems Inc,"Phoenix, AZ",29103.84,2025-05-03,3,13.0,pending
CUST-00254,Ashley,Wilson,ashley.wilson@business.net,+1-350-212-9995,Digital Media Co,"Phoenix, AZ",68497.25,2025-08-07,3,-8.6,active
CUST-00255,Michael,Brown,michael.brown@business.net,+1-645-906-2377,Data Systems Inc,"Chicago, IL",27804.28,2025-10-01,1,-2.0,inactive
CUST-00256,Amanda,Anderson,amanda.anderson@business.net,+1-732-895-1257,Platform Inc,"Miami, FL",63372.01,2025-06-11,2,-1.7,pending
CUST-00257,Michelle,Martinez,michelle.martinez@company.com,+1-923-500-3343,Data Systems Inc,"Seattle, WA",99419.86,2025-06-19,5,-5.4,active
CUST-00258,Michelle,Hernandez,michelle.hernandez@gmail.com,+1-681-394-5912,Cloud Solutions,"Charlotte, NC",94600.0,2025-04-15,5,-5.3,churned
CUST-00259,Michelle,Thomas,michelle.thomas@business.net,+1-440-919-3258,Cloud Solutions,"San Diego, CA",43832.34,2025-04-25,2,22.0,churned
CUST-00260,Lisa,Moore,lisa.moore@gmail.com,+1-921-836-8797,Network Solutions,"Charlotte, NC",31830.03,2025-07-22,3,18.9,active
CUST-00261,Joshua,Miller,joshua.miller@company.com,+1-837-367-5358,Platform Inc,"Seattle, WA",5381.68,2025-06-20,4,-6.5,inactive
CUST-00262,Sarah,Wilson,,+1-737-410-2902,Tech Corp,"Atlanta, GA",73868.87,2025-08-23,3,-8.7,pending
CUST-00263,Ashley,Taylor,ashley.taylor@gmail.com,+1-384-365-5197,Platform Inc,"Boston, MA",46327.75,2025-09-06,2,-4.6,active
CUST-00264,Christopher,Lopez,christopher.lopez@company.com,+1-308-805-3187,Cloud Solutions,"Denver, CO",69711.15,2025-07-03,2,-6.5,inactive
CUST-00265,Stephanie,Thomas,stephanie.thomas@business.net,+1-398-444-9588,Digital Media Co,"Chicago, IL",72881.84,2025-04-25,3,18.6,pending
CUST-00266,Michael,Rodriguez,michael.rodriguez@company.com,+1-671-508-9109,Platform Inc,"New York, NY",4550.98,2025-07-02,4,-8.4,active
CUST-00267,Nicole,Jones,nicole.jones@business.net,,Data Systems Inc,"San Diego, CA",52324.64,2025-08-24,4,-3.6,inactive
CUST-00268,Michelle,Miller,,,Network Solutions,"San Diego, CA",45181.99,2025-04-14,1,5.4,pending
CUST-00269,Matthew,Thomas,matthew.thomas@business.net,+1-901-481-4411,Network Solutions,"Seattle, WA",59218.34,2025-04-25,4,18.9,inactive
CUST-00270,Matthew,Jackson,matthew.jackson@business.net,,Web Services LLC,"Austin, TX",21713.63,2025-08-30,4,11.6,pending
CUST-00271,Joshua,Hernandez,joshua.hernandez@company.com,,Analytics Group,"Boston, MA",68542.18,2025-09-17,4,0.6,inactive
CUST-00272,William,Smith,william.smith@yahoo.com,+1-326-705-1233,Digital Media Co,"San Diego, CA",50067.78,2025-08-17,5,-1.5,churned
CUST-00273,Ashley,Wilson,ashley.wilson@yahoo.com,+1-422-140-1471,Web Services LLC,"Chicago, IL",11883.48,2025-06-14,5,5.7,pending
CUST-00274,Stephanie,Moore,stephanie.moore@gmail.com,+1-766-918-5191,Tech Corp,"Charlotte, NC",44092.45,2025-09-13,2,-8.7,active
CUST-00275,Lisa,Jones,lisa.jones@yahoo.com,+1-747-975-4874,Cloud Solutions,"Atlanta, GA",85173.17,2025-04-11,4,-2.9,inactive
CUST-00276,William,Lopez,william.lopez@gmail.com,+1-526-931-6465,Tech Corp,"Seattle, WA",97589.44,2025-09-26,5,3.0,churned
CUST-00277,Jessica,Thomas,jessica.thomas@company.com,+1-287-163-6835,Data Systems Inc,"Miami, FL",31362.46,2025-08-18,5,4.0,pending
CUST-00278,Matthew,Williams,matthew.williams@outlook.com,+1-720-933-6526,Software Partners,"Seattle, WA",59965.69,2025-08-08,3,13.2,active
CUST-00279,Matthew,Smith,matthew.smith@business.net,+1-601-550-4871,Platform Inc,"Boston, MA",3368.56,2025-09-17,5,17.4,churned
CUST-00280,Jessica,Hernandez,,+1-605-270-3781,Network Solutions,"Nashville, TN",51319.79,2025-04-18,1,-6.8,inactive
CUST-00281,Amanda,Jackson,amanda.jackson@business.net,+1-742-539-1233,Data Systems Inc,"San Diego, CA",75417.35,2025-07-26,5,-8.5,active
CUST-00282,Michelle,Wilson,michelle.wilson@business.net,+1-672-747-4833,Software Partners,"Charlotte, NC",82885.03,2025-09-30,4,21.2,active
CUST-00283,David,Moore,david.moore@outlook.com,+1-912-127-4085,AI Innovations,"Chicago, IL",17283.13,2025-07-19,1,14.5,churned
CUST-00284,Andrew,Rodriguez,andrew.rodriguez@gmail.com,+1-294-104-6851,AI Innovations,"Portland, OR",85789.39,2025-08-27,1,14.2,inactive
CUST-00285,David,Anderson,david.anderson@gmail.com,+1-404-206-1819,Software Partners,"Seattle, WA",15187.75,2025-08-19,5,6.1,inactive
CUST-00286,Robert,Davis,robert.davis@company.com,,Digital Media Co,"Denver, CO",27820.61,2025-07-05,3,-1.6,pending
CUST-00287,Andrew,Martinez,andrew.martinez@outlook.com,,Web Services LLC,"Los Angeles, CA",67891.62,2025-09-09,5,14.8,active
CUST-00288,Sarah,Thomas,sarah.thomas@yahoo.com,+1-389-438-5745,AI Innovations,"Boston, MA",17372.47,2025-07-07,3,-4.4,pending
CUST-00289,Jessica,Jones,jessica.jones@gmail.com,,Analytics Group,"Chicago, IL",61393.22,2025-08-30,3,1.7,churned
CUST-00290,Lisa,Taylor,lisa.taylor@business.net,+1-719-446-8347,Tech Corp,"Miami, FL",1334.24,2025-09-09,5,-8.2,pending
CUST-00291,Jessica,Hernandez,jessica.hernandez@gmail.com,+1-471-123-4992,Platform Inc,"Boston, MA",91751.16,2025-06-22,2,22.1,churned
CUST-00292,Amanda,Lopez,amanda.lopez@business.net,+1-255-110-8216,Web Services LLC,"Denver, CO",39745.05,2025-08-14,1,19.1,inactive
CUST-00293,Amanda,Taylor,amanda.taylor@company.com,,AI Innovations,"New York, NY",9665.86,2025-05-12,1,8.7,active
CUST-00294,Daniel,Thomas,daniel.thomas@business.net,+1-527-323-4053,Tech Corp,"Miami, FL",67326.64,2025-06-09,1,-2.8,churned
CUST-00295,Michelle,Moore,michelle.moore@yahoo.com,+1-256-401-9996,Cloud Solutions,"Austin, TX",99704.1,2025-08-18,2,6.5,inactive
CUST-00296,Michelle,Jones,michelle.jones@company.com,+1-633-868-3813,Digital Media Co,"Phoenix, AZ",18064.93,2025-08-03,2,21.9,active
CUST-00297,Jennifer,Anderson,jennifer.anderson@gmail.com,+1-516-805-9802,Software Partners,"Los Angeles, CA",24280.44,2025-07-27,3,19.4,inactive
CUST-00298,William,Brown,william.brown@business.net,+1-240-303-4671,Digital Media Co,"Boston, MA",93294.59,2025-06-27,1,0.5,pending
CUST-00299,Joshua,Rodriguez,joshua.rodriguez@business.net,+1-372-552-7798,,"Seattle, WA",29917.7,2025-05-16,3,4.5,inactive
CUST-00300,Nicole,Jones,nicole.jones@business.net,+1-702-753-1807,Digital Media Co,"Atlanta, GA",98759.76,2025-07-15,1,-4.2,inactive
CUST-00301,Sarah,Jackson,sarah.jackson@company.com,+1-953-825-5677,Tech Corp,"Austin, TX",97643.1,2025-05-04,2,3.1,pending
CUST-00302,Stephanie,Brown,stephanie.brown@business.net,+1-267-942-3966,Network Solutions,"Boston, MA",1035.78,2025-05-07,3,4.8,pending
CUST-00303,James,Brown,james.brown@yahoo.com,+1-319-793-1749,Web Services LLC,"Chicago, IL",26653.13,2025-06-26,3,-2.9,pending
CUST-00304,Robert,Thomas,robert.thomas@gmail.com,+1-933-250-8422,Digital Media Co,"Boston, MA",82763.9,2025-08-26,5,-3.2,churned
CUST-00305,Matthew,Gonzalez,matthew.gonzalez@company.com,+1-664-758-1299,Tech Corp,"San Diego, CA",55545.26,2025-09-12,2,-4.9,pending
CUST-00306,Nicole,Brown,nicole.brown@company.com,+1-768-363-1696,Platform Inc,"Seattle, WA",57609.3,2025-08-05,1,7.1,active
CUST-00307,Lisa,Taylor,lisa.taylor@yahoo.com,+1-795-556-4784,Platform Inc,"Phoenix, AZ",38839.58,2025-06-23,5,3.0,active
CUST-00308,David,Davis,david.davis@business.net,+1-532-775-2309,Analytics Group,"Los Angeles, CA",77353.87,2025-06-03,4,1.9,active
CUST-00309,Joshua,Jackson,joshua.jackson@yahoo.com,+1-287-248-9699,Analytics Group,"Phoenix, AZ",95994.59,2025-10-04,2,4.5,churned
CUST-00310,David,Jones,david.jones@outlook.com,+1-953-190-6790,Platform Inc,"Boston, MA",85520.62,2025-09-04,4,6.7,churned
CUST-00311,Stephanie,Jackson,stephanie.jackson@outlook.com,+1-466-621-2401,Platform Inc,"Nashville, TN",57344.15,2025-05-17,5,2.0,inactive
CUST-00312,William,Moore,william.moore@company.com,+1-202-812-2334,Cloud Solutions,"Denver, CO",19423.8,2025-04-20,5,-4.9,active
CUST-00313,Daniel,Miller,daniel.miller@yahoo.com,+1-252-158-7162,,"Portland, OR",3370.68,2025-05-03,4,18.8,inactive
CUST-00314,Andrew,Garcia,andrew.garcia@company.com,+1-422-948-9785,AI Innovations,"Denver, CO",92949.82,2025-09-04,5,16.9,pending
CUST-00315,Robert,Smith,robert.smith@gmail.com,+1-616-933-1625,Data Systems Inc,"San Diego, CA",23941.08,2025-08-01,2,14.5,churned
CUST-00316,Sarah,Wilson,sarah.wilson@outlook.com,+1-684-407-8448,Web Services LLC,"Seattle, WA",38096.43,2025-06-05,5,-6.6,active
CUST-00317,David,Moore,david.moore@gmail.com,,Digital Media Co,"Charlotte, NC",8970.6,2025-07-18,1,-7.6,active
CUST-00318,Ashley,Garcia,ashley.garcia@outlook.com,+1-970-273-8406,AI Innovations,"Denver, CO",16716.6,2025-08-12,3,13.7,active
CUST-00319,James,Rodriguez,james.rodriguez@business.net,+1-726-822-7750,Cloud Solutions,"Miami, FL",42049.81,2025-05-25,4,-7.2,inactive
CUST-00320,David,Wilson,david.wilson@yahoo.com,,Software Partners,"Nashville, TN",51267.93,2025-05-04,5,1.9,pending
CUST-00321,William,Hernandez,,+1-795-390-8372,Web Services LLC,"Chicago, IL",41392.8,2025-05-05,2,13.2,active
CUST-00322,Daniel,Taylor,daniel.taylor@gmail.com,+1-396-322-2672,Data Systems Inc,"Atlanta, GA",86472.81,2025-10-08,2,7.2,active
CUST-00323,Christopher,Anderson,christopher.anderson@yahoo.com,+1-886-970-3231,Network Solutions,"Atlanta, GA",96213.7,2025-05-22,3,-2.0,churned
CUST-00324,Jessica,Anderson,jessica.anderson@company.com,+1-911-257-8193,Tech Corp,"Atlanta, GA",93336.99,2025-07-14,2,-8.9,churned
CUST-00325,Joshua,Brown,joshua.brown@business.net,+1-911-158-3084,Tech Corp,"San Diego, CA",75351.04,2025-07-30,5,15.5,inactive
CUST-00326,Jennifer,Martinez,jennifer.martinez@outlook.com,+1-942-369-7782,Platform Inc,"San Diego, CA",1774.81,2025-07-17,3,19.7,churned
CUST-00327,William,Williams,william.williams@outlook.com,+1-349-303-3898,Web Services LLC,"Seattle, WA",75286.83,2025-04-16,3,2.5,churned
CUST-00328,Jennifer,Rodriguez,jennifer.rodriguez@company.com,+1-219-151-8969,Tech Corp,"New York, NY",94587.63,2025-04-17,4,0.9,active
CUST-00329,Robert,Martin,robert.martin@business.net,+1-711-864-3535,Web Services LLC,"Atlanta, GA",81613.68,2025-08-24,4,5.3,pending
CUST-00330,Matthew,Moore,matthew.moore@yahoo.com,+1-217-710-8354,Cloud Solutions,"Nashville, TN",43144.52,2025-06-26,4,-9.3,inactive
CUST-00331,Nicole,Wilson,nicole.wilson@outlook.com,+1-756-210-2461,Platform Inc,"New York, NY",37642.17,2025-04-30,3,13.1,active
CUST-00332,Sarah,Wilson,sarah.wilson@gmail.com,+1-702-347-5056,Network Solutions,"Atlanta, GA",68011.97,2025-08-02,4,10.7,churned
CUST-00333,Sarah,Martin,sarah.martin@yahoo.com,+1-297-253-1803,Analytics Group,"Phoenix, AZ",55850.27,2025-04-24,5,5.9,churned
CUST-00334,Amanda,Brown,amanda.brown@yahoo.com,+1-975-567-8004,Tech Corp,"Los Angeles, CA",53593.84,2025-08-24,1,-9.9,active
CUST-00335,Michelle,Lopez,michelle.lopez@company.com,,Analytics Group,"Phoenix, AZ",52153.17,2025-08-19,2,11.3,inactive
CUST-00336,James,Anderson,james.anderson@outlook.com,+1-837-306-7881,Analytics Group,"San Diego, CA",58840.49,2025-07-22,1,16.5,inactive
CUST-00337,Lisa,Davis,lisa.davis@company.com,+1-487-706-6946,Network Solutions,"Phoenix, AZ",13185.92,2025-04-24,3,-8.8,churned
CUST-00338,Emily,Williams,emily.williams@company.com,+1-554-135-4517,Tech Corp,"Charlotte, NC",44006.08,2025-08-30,3,21.8,inactive
CUST-00339,David,Jones,david.jones@business.net,+1-880-707-5497,Data Systems Inc,"San Diego, CA",3501.83,2025-05-26,3,12.2,active
CUST-00340,Lisa,Martin,lisa.martin@gmail.com,+1-582-449-8125,Network Solutions,"New York, NY",66677.45,2025-06-25,5,20.0,pending
CUST-00341,Jessica,Lopez,,,Cloud Solutions,"Chicago, IL",99208.41,2025-05-02,2,-7.3,inactive
CUST-00342,Nicole,Jones,nicole.jones@yahoo.com,+1-707-864-3100,Software Partners,"Atlanta, GA",16603.98,2025-06-04,4,-7.4,active
CUST-00343,Sarah,Lopez,sarah.lopez@gmail.com,+1-281-381-3763,AI Innovations,"New York, NY",56043.83,2025-05-08,2,2.7,pending
CUST-00344,David,Garcia,david.garcia@yahoo.com,+1-697-809-5626,Cloud Solutions,"Phoenix, AZ",87890.64,2025-07-12,5,7.2,pending
CUST-00345,Christopher,Brown,christopher.brown@outlook.com,+1-559-887-6967,Digital Media Co,"Charlotte, NC",68217.04,2025-07-30,5,17.0,pending
CUST-00346,Ashley,Johnson,ashley.johnson@yahoo.com,+1-821-264-7248,Cloud Solutions,"Atlanta, GA",20669.4,2025-06-26,3,8.5,active
CUST-00347,Jennifer,Moore,jennifer.moore@yahoo.com,+1-564-766-9173,Platform Inc,"Portland, OR",74773.92,2025-07-05,3,6.2,pending
CUST-00348,Lisa,Anderson,lisa.anderson@business.net,,Network Solutions,"Los Angeles, CA",41804.24,2025-05-08,1,-5.9,inactive
CUST-00349,Ashley,Anderson,ashley.anderson@company.com,+1-288-152-8402,Data Systems Inc,"Phoenix, AZ",9388.96,2025-09-07,1,-2.3,active
CUST-00350,Emily,Martinez,emily.martinez@outlook.com,+1-390-828-7532,Software Partners,"New York, NY",99832.08,2025-09-30,1,-7.2,pending
CUST-00351,Michael,Garcia,michael.garcia@gmail.com,+1-399-536-2073,Data Systems Inc,"Nashville, TN",99517.28,2025-05-09,2,10.1,pending
CUST-00352,Robert,Martin,robert.martin@gmail.com,+1-798-462-3503,Platform Inc,"Los Angeles, CA",84032.79,2025-06-14,5,-0.4,inactive
CUST-00353,Joshua,Gonzalez,joshua.gonzalez@company.com,+1-464-192-6128,Data Systems Inc,"Atlanta, GA",85971.87,2025-08-12,5,22.0,inactive
CUST-00354,Jennifer,Jones,jennifer.jones@company.com,+1-752-129-1410,Platform Inc,"Atlanta, GA",84627.67,2025-07-02,3,1.3,inactive
CUST-00355,David,Rodriguez,david.rodriguez@yahoo.com,+1-463-643-4088,Network Solutions,"New York, NY",67450.55,2025-07-16,4,-8.0,pending
CUST-00356,Emily,Martin,emily.martin@yahoo.com,+1-523-239-1972,Platform Inc,"Seattle, WA",89316.84,2025-05-19,4,-8.1,active
CUST-00357,Jennifer,Taylor,jennifer.taylor@gmail.com,,Digital Media Co,"Austin, TX",44905.26,2025-06-19,2,-8.2,active
CUST-00358,Amanda,Moore,amanda.moore@yahoo.com,+1-284-968-2454,Tech Corp,"San Diego, CA",84233.39,2025-07-11,4,3.0,pending
CUST-00359,James,Martinez,james.martinez@business.net,+1-873-817-2745,Data Systems Inc,"Boston, MA",79981.59,2025-06-27,2,-2.0,active
CUST-00360,James,Martinez,james.martinez@yahoo.com,+1-238-277-2232,Web Services LLC,"Austin, TX",57286.31,2025-05-29,4,5.6,pending
CUST-00361,Ashley,Williams,ashley.williams@outlook.com,+1-567-995-2160,AI Innovations,"Seattle, WA",23122.48,2025-07-10,4,20.1,churned
CUST-00362,Christopher,Hernandez,christopher.hernandez@company.com,,AI Innovations,"Denver, CO",37545.09,2025-09-23,3,-9.2,active
CUST-00363,Stephanie,Anderson,stephanie.anderson@business.net,+1-539-266-4667,Digital Media Co,"Austin, TX",46550.41,2025-07-07,5,2.1,churned
CUST-00364,James,Brown,james.brown@yahoo.com,+1-266-412-8758,Analytics Group,"Portland, OR",49647.61,2025-09-06,5,11.7,pending
CUST-00365,Emily,Taylor,emily.taylor@outlook.com,+1-544-458-8824,,"Seattle, WA",89751.74,2025-08-28,3,10.9,inactive
CUST-00366,Emily,Hernandez,emily.hernandez@company.com,,Cloud Solutions,"Atlanta, GA",80313.94,2025-07-09,1,-4.1,inactive
CUST-00367,Jessica,Hernandez,jessica.hernandez@business.net,+1-793-482-7625,Software Partners,"Seattle, WA",87628.16,2025-10-01,1,24.1,inactive
CUST-00368,William,Johnson,william.johnson@gmail.com,+1-967-181-5884,Network Solutions,"Miami, FL",14320.78,2025-06-11,5,16.4,active
CUST-00369,Michael,Hernandez,michael.hernandez@gmail.com,+1-527-742-6071,Cloud Solutions,"Miami, FL",45287.63,2025-10-03,2,-5.1,pending
